timestamp,total_packets,total_bytes,duration,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,psh_flag_count,ttl,tcp_window_size,fragmented,retransmission_count,flow_bytes_per_sec,flow_packets_per_sec,avg_packet_size,flow_count,unique_src_ips,unique_dst_ips,unique_dst_ports,tcp_count,udp_count,majority_label,majority_attack_stage,stage_purity
2026-08-27 09:01:30,271,73040,1.5302722222222223,9,131,4,0,34,55.833333333333336,34841.72222222222,0,0,4971.318308847279,16.467217258180163,262.401058893902,18,18,18,9,14,4,BENIGN,Normal,1.0
2026-08-27 09:01:35,291,89597,1.6051105263157894,7,157,6,0,36,55.89473684210526,33013.63157894737,0,0,4783.921993817435,14.31565288780614,298.6680685332266,19,17,19,7,18,1,BENIGN,Normal,1.0
2026-08-27 09:01:40,292,81226,1.3498833333333333,7,165,7,0,29,56.611111111111114,29281.777777777777,0,0,7042.58299135625,23.019604445608984,270.62907246143186,18,17,18,8,17,1,BENIGN,Normal,1.0
2026-08-27 09:01:45,286,78085,1.7287380952380953,9,154,5,0,30,56.76190476190476,32933.380952380954,0,0,2813.4932780800104,10.121823196985918,269.1350965042279,21,20,21,10,16,5,BENIGN,Normal,1.0
2026-08-27 09:01:50,359,91665,1.237508695652174,13,186,6,0,35,57.0,34772.65217391304,0,0,5695.307446056499,22.95773875547195,264.7495460232321,23,23,23,9,20,3,BENIGN,Normal,1.0
2026-08-27 09:01:55,289,88345,1.8826235294117646,10,149,7,0,40,55.88235294117647,31017.0,0,0,3457.3295096693078,12.0102301504641,288.8852719291298,17,17,17,7,15,2,BENIGN,Normal,1.0
2026-08-27 09:02:00,118,6830,0.02418688524590164,61,56,17,15,16,166.39344262295083,35162.60655737705,12,61,9392.586087314448,184.8422900209427,60.28142076502732,61,55,61,61,52,9,PortScan,Reconnaissance,1.0
2026-08-27 09:02:05,114,6566,0.027549999999999998,58,66,20,13,15,156.32758620689654,31972.103448275862,3,63,6641.980647022714,119.32623083161444,59.22701149425287,58,50,58,58,46,12,PortScan,Reconnaissance,1.0
2026-08-27 09:02:10,134,7696,0.02587121212121212,66,71,21,16,14,148.9848484848485,28308.727272727272,11,69,7969.645908351563,155.67806405356794,58.035353535353536,66,59,65,66,55,11,PortScan,Reconnaissance,1.0
2026-08-27 09:02:15,142,8256,0.027446376811594203,69,70,16,18,18,148.07246376811594,34942.086956521736,12,80,7458.509176025362,135.96409602530807,59.089371980676326,69,56,68,69,55,14,PortScan,Reconnaissance,1.0
2026-08-27 09:02:20,94,5669,0.028653191489361702,47,46,13,15,13,150.80851063829786,31130.978723404256,11,57,8782.617470790452,139.53207661815733,63.26950354609929,47,40,47,47,39,8,PortScan,Reconnaissance,1.0
2026-08-27 09:02:25,104,6213,0.022144444444444442,54,52,13,11,14,158.40740740740742,38592.055555555555,7,54,8592.250946285172,139.0064044045758,62.2962962962963,54,48,54,54,42,12,PortScan,Reconnaissance,1.0
2026-08-27 09:02:30,133,8089,0.0221515625,64,57,20,13,18,158.609375,35396.359375,8,56,14548.63840480907,222.159675456736,62.401041666666664,64,60,64,64,56,8,PortScan,Reconnaissance,1.0
2026-08-27 09:02:35,121,6973,0.0288859375,64,44,20,13,12,144.703125,29580.875,8,71,6110.457362437585,107.94272499763879,58.4375,64,57,63,64,53,11,PortScan,Reconnaissance,1.0
2026-08-27 09:02:40,113,6646,0.028867272727272724,55,59,15,14,14,134.6727272727273,32602.109090909093,5,53,7053.571384815261,114.18925430751491,61.85757575757575,55,51,55,55,45,10,PortScan,Reconnaissance,1.0
2026-08-27 09:02:45,130,7648,0.02482153846153846,65,70,15,14,19,155.1846153846154,36195.092307692306,13,62,12206.822761687976,209.70843735853953,60.3025641025641,65,56,65,65,58,7,PortScan,Reconnaissance,1.0
2026-08-27 09:02:50,124,7383,0.024557142857142857,63,60,23,17,18,155.04761904761904,35958.36507936508,8,60,9160.126268870852,162.75611164269637,61.682539682539684,63,58,63,63,52,11,PortScan,Reconnaissance,1.0
2026-08-27 09:02:55,126,7641,0.02546818181818182,66,69,22,14,21,152.84848484848484,32909.40909090909,12,70,9627.28657581264,151.3839767691665,62.911616161616166,66,60,66,66,55,11,PortScan,Reconnaissance,1.0
2026-08-27 09:03:00,424,50596,0.25506585365853657,41,227,12,8,60,127.7560975609756,29251.121951219513,0,44,6701.227349056883,55.54578729297364,120.61319067111751,41,37,39,10,35,6,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:05,364,43637,0.3041189189189189,37,189,6,9,46,150.16216216216216,31493.216216216217,0,30,5392.30314313442,46.2663542292815,120.89312504312504,37,34,37,10,32,5,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:10,398,54404,0.2940075,40,177,10,8,47,159.6,33063.425,0,33,6120.7547315023285,44.18495105534858,135.82947774447774,40,35,40,9,36,4,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:15,476,63229,0.27465625,48,258,17,9,68,142.39583333333334,35780.0,0,47,7839.44396802246,54.34219358850083,131.2492761867762,48,40,47,10,37,11,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:20,340,50092,0.2955375,32,147,14,1,49,147.71875,29255.34375,0,34,6905.364581869,45.619993636753364,145.91898019515207,32,32,32,9,26,6,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:25,566,73089,0.2793857142857143,56,279,19,7,78,153.89285714285714,31248.910714285714,0,48,5895.211546306693,45.30375717099531,128.57580544455544,56,53,56,10,47,9,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:30,333,43022,0.2730206896551724,29,151,9,6,61,154.10344827586206,34367.24137931035,0,24,7708.257262868226,58.54169276310721,128.77909016271084,29,29,29,9,23,6,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:35,364,47003,0.28347272727272727,33,160,6,3,64,150.9090909090909,32153.333333333332,0,31,6535.706954321393,49.670110469316135,127.42285937967758,33,32,33,9,30,3,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:40,467,62682,0.2616866666666667,45,268,12,8,59,168.82222222222222,31307.066666666666,0,48,7330.0381018502485,55.85193363452223,135.10338858672193,45,42,45,10,39,6,FTP-Patator,Initial Access,1.0
2026-08-27 09:03:45,443,56768,0.27857857142857145,42,249,12,5,52,158.0952380952381,33909.42857142857,0,37,6512.212480068394,50.694477045060324,129.61074930360644,42,41,42,10,36,6,SSH-Patator,Initial Access,1.0
2026-08-27 09:03:50,485,61547,0.26778510638297875,47,230,12,12,74,130.46808510638297,33115.744680851065,0,48,6928.227927391599,54.27755083882183,127.94578482982739,47,42,46,10,42,5,SSH-Patator,Initial Access,1.0
2026-08-27 09:03:55,283,35065,0.3045148148148148,27,158,14,8,41,158.5185185185185,35995.333333333336,0,23,5495.76527134588,44.37556597230305,125.65389846778736,27,27,27,10,26,1,SSH-Patator,Initial Access,1.0
2026-08-27 09:04:00,347,42010,0.29273333333333335,33,129,6,4,50,148.96969696969697,34920.030303030304,0,37,5438.4749405873845,45.852885069330874,120.98667296508205,33,32,33,9,31,2,SSH-Patator,Initial Access,1.0
2026-08-27 09:04:05,519,67739,0.27437959183673466,49,222,12,3,62,158.91836734693877,31987.530612244896,0,48,6762.887526133506,52.451392106269125,130.57561202969364,49,46,48,10,41,8,SSH-Patator,Initial Access,1.0
2026-08-27 09:04:10,365,47672,0.31360000000000005,35,173,15,7,44,131.45714285714286,31979.914285714287,0,35,5229.235547073802,40.56699589265334,130.5745841856556,35,34,34,10,31,4,SSH-Patator,Initial Access,1.0
2026-08-27 09:04:15,420,52036,0.26637317073170735,41,221,11,2,50,146.4390243902439,41205.829268292684,0,46,6603.539675502011,54.406202163137486,124.32416066318504,41,39,41,10,33,8,SSH-Patator,Initial Access,1.0
2026-08-27 09:04:20,564,70395,0.28007924528301886,53,302,11,10,75,165.03773584905662,37911.79245283019,0,48,5891.678969440557,47.50315592104025,123.984735992519,53,48,52,10,48,5,SSH-Patator,Initial Access,1.0
2026-08-27 09:04:25,290,37995,0.28321724137931037,29,156,9,4,29,121.17241379310344,37325.31034482759,0,30,6781.4679600791105,50.254315685434726,130.8665918372815,29,29,29,9,25,4,SSH-Patator,Initial Access,1.0
2026-08-27 09:04:30,185,54203,1.908425,6,92,5,0,26,54.583333333333336,30651.916666666668,0,0,5526.783557012884,18.478547516886845,275.8641179437215,12,12,12,7,10,2,BENIGN,Normal,1.0
2026-08-27 09:04:35,350,87302,1.5611809523809523,10,194,2,0,49,56.285714285714285,38483.76190476191,0,0,7459.356044603064,25.971059862889554,258.7639793687572,21,20,20,8,17,4,BENIGN,Normal,1.0
2026-08-27 09:04:40,462,131140,1.49845,12,240,1,0,54,55.92857142857143,31229.10714285714,0,0,4416.452511631601,16.51351333273357,280.57242982993506,28,26,28,9,21,7,BENIGN,Normal,1.0
2026-08-27 09:04:45,256,63481,1.4844187500000001,11,115,4,0,33,58.875,30352.0625,0,0,5073.597420249226,18.191335883730734,253.81222501780454,16,16,16,9,15,1,BENIGN,Normal,1.0
2026-08-27 09:04:50,174,50655,1.647977777777778,8,64,4,0,10,52.22222222222222,33309.333333333336,0,0,5081.698282885172,16.4777323725168,283.58690498241583,9,9,9,7,7,2,BENIGN,Normal,1.0
2026-08-27 09:04:55,317,98080,1.2369055555555555,12,157,8,0,37,56.22222222222222,32934.055555555555,0,0,7659.899662724923,22.805635197210268,306.6931526425644,18,17,18,9,16,2,BENIGN,Normal,1.0
2026-08-27 09:05:00,5833,4357484,0.00966283185840708,113,2540,33,14,1371,147.4867256637168,33321.008849557526,0,121,6432764.016988392,9211.760600604859,737.8175723350721,113,89,112,10,92,21,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:05,6678,4900460,0.009758955223880598,134,3173,39,29,1493,151.05223880597015,33773.701492537315,0,147,6026887.274946262,8178.879534897686,736.6802436743466,134,103,132,10,121,13,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:10,6830,5222371,0.01056171875,128,3273,34,24,1656,146.1796875,28110.5234375,0,116,6562042.3906209115,8473.140658556835,758.3239519792204,128,108,125,10,110,18,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:15,6377,4650941,0.010855284552845528,123,3292,39,25,1529,140.1788617886179,32421.048780487807,0,128,6188348.761115203,7722.740851221786,728.7504034337622,123,93,123,10,105,18,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:20,6506,4526716,0.00999921875,128,3237,39,24,1595,149.1796875,32958.8046875,0,126,5764288.0659582,8142.867375463779,693.1915505690632,128,104,127,10,108,20,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:25,6381,5160620,0.00993032786885246,122,3384,40,18,1439,150.2295081967213,36549.30327868852,0,124,7465902.3148858175,9171.379882385287,778.5348449833247,122,99,117,10,103,19,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:30,6371,4588441,0.0109496,125,3260,43,29,1614,155.272,34379.688,0,125,6349503.676238295,8545.465344287153,715.340438690405,125,99,121,10,109,16,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:35,7304,5261540,0.009773333333333332,135,3544,40,29,1814,147.1259259259259,33344.68148148148,0,136,7536751.131041098,9855.931796673935,742.5571217573569,135,105,131,10,111,24,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:40,6743,4533005,0.010452713178294574,129,2945,34,18,1504,146.03100775193798,33383.49612403101,0,127,5351107.335982541,7949.520414364565,695.7394850742891,129,98,129,10,112,17,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:45,5891,4155085,0.009580672268907565,119,2863,35,27,1265,154.52100840336135,36997.47899159664,0,116,5613897.346584434,8393.731585810554,687.6255239242314,119,94,112,10,102,17,DoS Hulk,Denial of Service,1.0
2026-08-27 09:05:50,728,257457,1.1242967741935483,16,320,8,4,102,152.41935483870967,27832.451612903227,0,33,9837.698593845484,29.481858357725198,359.67485855819,31,30,31,10,26,5,Infiltration,Lateral Movement,1.0
2026-08-27 09:05:55,634,221805,1.1484851851851852,16,343,9,4,79,174.92592592592592,37925.96296296296,0,28,10653.082740668582,31.400700639609017,342.26560592856526,27,24,27,9,23,4,Infiltration,Lateral Movement,1.0
2026-08-27 09:06:00,711,252576,1.0751899999999999,13,344,11,8,89,132.0,30307.633333333335,0,28,12047.018107403588,32.09124950028514,353.555520331978,30,27,29,10,25,5,Infiltration,Lateral Movement,1.0
2026-08-27 09:06:05,641,239913,1.1081333333333332,19,298,7,2,74,158.40740740740742,34706.18518518518,0,29,11334.823123371929,28.6779822987817,364.4220372717886,27,25,27,9,19,8,Infiltration,Lateral Movement,1.0
2026-08-27 09:06:10,761,266203,1.0222636363636364,15,393,11,5,65,114.3030303030303,39583.51515151515,0,31,10306.865997381814,30.20434823978625,350.7911080112692,33,32,33,10,26,7,Infiltration,Lateral Movement,1.0
2026-08-27 09:06:15,624,231034,1.0965884615384616,15,292,7,3,100,140.0,28185.615384615383,0,18,11316.003797325217,30.71229802670318,364.1348076045246,26,26,26,10,23,3,Infiltration,Lateral Movement,1.0
2026-08-27 09:06:20,695,247369,1.182811111111111,13,397,8,2,75,134.92592592592592,30544.88888888889,0,21,10486.629487768814,30.1834771713116,361.89571542781044,27,26,27,9,19,8,Infiltration,Lateral Movement,1.0
2026-08-27 09:06:25,600,193415,0.8268961538461538,19,326,11,6,72,159.6153846153846,33794.42307692308,0,26,11405.061390329098,38.39909283070006,327.8197160496008,26,23,26,10,18,8,Infiltration,Lateral Movement,1.0
2026-08-27 09:06:30,220,21873,1.552940625,0,111,10,5,24,139.71875,36354.125,0,40,538.3079628610527,5.25334047166513,99.3866443452381,32,29,32,10,27,5,Botnet,Command and Control,1.0
2026-08-27 09:06:35,206,20465,1.7425392857142856,0,115,11,2,16,152.82142857142858,33433.5,0,24,548.2361515052627,5.621341786030022,99.17573696145124,28,28,28,9,24,4,Botnet,Command and Control,1.0
2026-08-27 09:06:40,157,15250,1.8749857142857145,0,80,4,7,15,133.8095238095238,26600.761904761905,0,16,437.0877546392165,4.50882316561989,97.48943688586546,21,21,21,9,18,3,Botnet,Command and Control,1.0
2026-08-27 09:06:45,163,15522,1.490578260869565,0,82,5,5,18,152.65217391304347,39553.739130434784,0,25,597.8752878523468,6.269619338124787,98.08530020703934,23,22,23,9,20,3,Botnet,Command and Control,1.0
2026-08-27 09:06:50,163,16300,1.7707521739130434,0,97,11,6,25,149.95652173913044,37618.52173913043,0,20,553.1766903216709,5.3662205233761195,99.91704623878537,23,23,23,10,18,5,Botnet,Command and Control,1.0
2026-08-27 09:06:55,252,24577,1.809445714285714,0,114,11,11,28,127.8,39049.91428571429,0,37,521.7268584924324,5.264609411239668,98.38818594104309,35,33,34,10,29,6,Botnet,Command and Control,1.0
2026-08-27 09:07:00,174,16663,1.6926519999999998,0,86,7,7,19,125.2,37791.6,0,21,526.3697620147248,5.480989513384044,94.94438095238097,25,24,25,8,21,4,Botnet,Command and Control,1.0
2026-08-27 09:07:05,113,11577,1.8561666666666667,0,57,3,4,11,157.46666666666667,27938.4,0,17,486.6365397113701,4.897658928246405,102.6902380952381,15,13,15,8,11,4,Botnet,Command and Control,1.0
2026-08-27 09:07:10,9985,10767517,2.0780819444444445,0,4718,40,30,2191,153.40972222222223,33963.40277777778,0,142,49923.275580932765,46.1409794498223,1066.69265717033,144,115,141,10,113,31,DDoS,Exfiltration,1.0
2026-08-27 09:07:15,11823,12452749,2.2295123456790122,0,5992,46,29,2554,155.2716049382716,33176.70987654321,0,171,45204.168505516456,43.363375311013925,1046.4618562009773,162,110,158,10,143,19,DDoS,Exfiltration,1.0
2026-08-27 09:07:20,11302,12016234,2.3419931677018635,0,5974,53,28,2717,145.1801242236025,35002.00621118012,0,183,40213.94618298922,37.827375940068826,1057.789020487742,161,121,156,10,132,29,DDoS,Exfiltration,1.0
2026-08-27 09:07:25,10005,10286361,2.100708450704225,0,5130,48,25,2125,147.07746478873239,30630.169014084506,0,155,45952.57790152482,44.759086630109834,1023.0586803607579,142,101,138,10,114,28,DDoS,Exfiltration,1.0
2026-08-27 09:07:30,10302,11145456,2.2314113475177306,0,5033,28,28,2507,150.354609929078,32027.751773049644,0,145,45992.33327018317,43.55155458826805,1074.5569165498541,141,108,138,10,124,17,DDoS,Exfiltration,1.0
2026-08-27 09:07:35,10633,11035389,2.2248329032258067,0,5609,52,33,2453,143.38709677419354,33946.01935483871,0,149,42127.84791828969,40.761765513602604,1037.806176732199,155,110,150,10,133,22,DDoS,Exfiltration,1.0
2026-08-27 09:07:40,10748,11480223,2.249696621621622,0,5857,48,34,2444,130.3716216216216,29603.47972972973,0,144,46226.36127504793,43.63847559917813,1057.4558976861565,148,109,147,10,126,22,DDoS,Exfiltration,1.0
2026-08-27 09:07:45,347,82014,1.46035,11,161,6,0,37,57.45,27076.2,0,0,5092.626701472216,24.254202235919088,227.42304405029466,20,19,20,9,14,6,BENIGN,Normal,1.0
2026-08-27 09:07:50,286,70119,1.47945625,10,150,2,0,33,56.25,38272.5,0,0,4484.339528669701,21.88037455453649,253.67346507981182,16,15,16,7,16,0,BENIGN,Normal,1.0
2026-08-27 09:07:55,391,114664,1.4859166666666666,11,248,6,0,52,55.583333333333336,32205.208333333332,0,0,6271.775323113118,20.228071673474712,295.6566470617412,24,23,24,10,21,3,BENIGN,Normal,1.0
2026-08-27 09:08:00,467,121660,1.6351703703703704,11,286,9,0,56,57.7037037037037,33934.51851851852,0,0,4550.543497586804,16.98918301154636,261.7772391384597,27,25,27,10,23,4,BENIGN,Normal,1.0
2026-08-27 09:08:05,452,126012,1.3915384615384616,14,272,8,0,48,55.46153846153846,34444.730769230766,0,0,6353.500797686608,24.264582960368504,275.13858731605063,26,24,26,9,22,4,BENIGN,Normal,1.0
2026-08-27 09:08:10,402,129891,1.6825919999999999,12,235,4,0,44,55.24,35899.92,0,0,4583.826170161739,14.484125801191617,321.95492939735215,25,23,25,8,19,6,BENIGN,Normal,1.0
2026-08-27 09:08:15,217,59911,1.3920529411764706,9,91,9,0,19,57.470588235294116,29484.823529411766,0,0,3549.349788597518,13.038340097770348,281.20517269108603,17,17,17,7,13,4,BENIGN,Normal,1.0
2026-08-27 09:08:20,243,69585,1.3315411764705882,4,67,11,0,19,57.11764705882353,35821.23529411765,0,0,3853.6438956114184,14.196775717973225,277.4398425556287,17,15,17,9,14,3,BENIGN,Normal,1.0
2026-08-27 09:08:25,260,76712,1.9867058823529413,7,149,4,0,35,57.64705882352941,30217.41176470588,0,0,2697.5491823316065,9.00685878101059,293.28801958983166,17,16,17,7,16,1,BENIGN,Normal,1.0
2026-08-27 09:08:30,418,104744,1.51455,14,231,11,0,47,56.88461538461539,27690.5,0,0,4738.711391945981,18.007017723590398,248.05830798151777,26,25,25,10,19,7,BENIGN,Normal,1.0
2026-08-27 09:08:35,255,72649,1.2625588235294118,9,109,4,0,26,57.705882352941174,32732.764705882353,0,0,7402.304192726232,23.748117013478634,267.99233152468446,17,17,17,10,17,0,BENIGN,Normal,1.0
2026-08-27 09:08:40,296,90544,1.9713250000000002,13,133,6,0,31,56.7,37544.3,0,0,3254.99574864479,10.351701688798514,308.7826476995227,20,20,20,8,16,4,BENIGN,Normal,1.0
